id	datum	ido	varos	stadion	nezoszam	ellenfel	lott	kapott	tetmeccs
708	1996.11.10	13:00:00	Baki	Tofik Bahramov-stadion	35000	Azerbajdzsán	3	0	VB-sel-1998
709	1997.03.19	18:00:00	TaQali		1028	Málta	4	1	
710	1997.04.02	15:00:00	Budapest	Népstadion	15120	Ausztrália	1	3	
711	1997.04.30	20:15:00	Zürich		17300	Svájc	0	1	VB-sel-1998
712	1997.06.08	20:00:00	Budapest	Népstadion	20000	Norvégia	1	1	VB-sel-1998
713	1997.08.06	20:00:00	Siófok		8000	Málta	3	0	
714	1997.08.20	18:30:00	Budapest	Népstadion	40000	Svájc	1	1	VB-sel-1998
715	1997.09.06	19:30:00	Varsó		15000	Lengyelország	0	1	
716	1997.09.10	19:30:00	Budapest	Üllői út	10000	Azerbajdzsán	3	1	VB-sel-1998
717	1997.10.11	18:00:00	Helsinki	Olimpiai stadion	31617	Finnország	1	1	VB-sel-1998
718	1997.10.29	20:00:00	Budapest	Üllői út	13175	Jugoszlávia	1	7	VB-sel-1998
719	1997.11.15	17:00:00	Belgrád	Crvena Zvezda-stadion	72000	Jugoszlávia	0	5	VB-sel-1998
720	1998.03.25	20:30:00	Bécs	Ernst Happel-stadion	21319	Ausztria	3	2	
721	1998.04.20	15:30:00	Teherán	Azadi-stadion	70000	Irán	2	0	
722	1998.04.22	15:30:00	Teherán	Azadi-stadion	20000	Macedónia	0	0	
723	1998.05.27	17:00:00	Nyíregyháza		17000	Litvánia	1	0	
724	1998.08.19	19:30:00	Zalaegerszeg		15000	Szlovénia	2	1	
725	1998.09.06	20:30:00	Budapest	Népstadion	51433	Portugália	1	3	EB-sel-2000
726	1998.10.10	14:00:00	Baki		15000	Azerbajdzsán	4	0	EB-sel-2000
727	1998.10.14	20:15:00	Budapest	Népstadion	30000	Románia	1	1	EB-sel-2000
728	1998.11.18	20:00:00	Budapest	Üllői út	3000	Svájc	2	0	
729	1999.03.10	19:30:00	Budapest	Üllői út	7792	Bosznia	1	1	
730	1999.03.27	19:30:00	Budapest	Üllői út	10776	Liechtenstein	5	0	EB-sel-2000
731	1999.03.31	18:00:00	Pozsony	Slovan-stadion	19462	Szlovákia	0	0	EB-sel-2000
732	1999.04.28	20:15:00	Budapest	Népstadion	40000	Anglia	1	1	
733	1999.06.05	20:00:00	Bukarest	Ghencea-stadion	25000	Románia	0	2	EB-sel-2000
734	1999.06.09	20:15:00	Győr		18000	Szlovákia	0	1	EB-sel-2000
735	1999.08.18	20:15:00	Budapest	Üllői út	5000	Moldova	1	1	
736	1999.09.04	20:15:00	Vaduz	Rheinpark-stadion	1650	Liechtenstein	0	0	EB-sel-2000
737	1999.09.08	20:15:00	Budapest	Üllői út	1500	Azerbajdzsán	3	0	EB-sel-2000
738	1999.10.09	19:30:00	Lisszabon	Estadio da Luz	60000	Portugália	0	3	EB-sel-2000
739	2000.02.23	20:15:00	Budapest	Üllői út	15000	Ausztrália	0	3	
740	2000.03.29	20:15:00	Debrecen	Oláh Gábor u.	7000	Lengyelország	0	0	
741	2000.04.26	21:00:00	Belfast	Windsor Park	7600	Észak-Írország	1	0	
742	2000.05.31	20:30:00	Győr	ETO-stadion	5000	Szaúd-Arábia	2	2	
743	2000.06.03	18:00:00	Budapest	Fáy utca	5000	Izrael	2	1	
744	2000.08.16	20:30:00	Budapest	Népstadion	3000	Ausztria	1	1	
745	2000.09.03	20:45:00	Budapest	Népstadion	60000	Olaszország	2	2	VB-sel-2002
746	2000.10.11	20:30:00	Kaunas	S. Darius-stadion	300	Litvánia	6	1	VB-sel-2002
747	2000.11.15	18:00:00	Skopje	Gradski-stadion	2500	Macedónia	1	0	
748	2001.02.28	17:30:00	Zenica	Bilino Polje-stadion	7500	Bosznia	1	1	
749	2001.03.07	17:30:00	Amman	Abdullah-stadion	3000	Jordánia	1	1	
750	2001.03.24	20:00:00	Budapest	Népstadion	19332	Litvánia	1	1	VB-sel-2002
751	2001.04.25	20:30:00	Budapest	Üllői út	5175	Finnország	0	0	
752	2001.06.02	19:30:00	Bukarest	Ghencea-stadion	19400	Románia	0	2	VB-sel-2002
753	2001.06.06	20:15:00	Budapest	Népstadion	7300	Grúzia	4	1	VB-sel-2002
754	2001.08.15	20:45:00	Budapest	Népstadion	26000	Németország	2	5	
755	2001.09.01	18:00:00	Tbiliszi	Lokomotiv-stadion	16800	Grúzia	1	3	VB-sel-2002
756	2001.09.05	20:15:00	Budapest	Népstadion	7000	Románia	0	2	VB-sel-2002
757	2001.10.06	20:45:00	Parma	Ennio Tardini-stadion	20545	Olaszország	0	1	VB-sel-2002
758	2001.11.14	20:15:00	Budapest	Megyeri út	10000	Macedónia	5	0	
759	2002.02.12	18:00:00	Larnaca	Gyunas Zenon-stadion	500	Csehország	0	2	
760	2002.02.13	16:00:00	Limasszol	Tsirion Kentro	177	Svájc	1	2	
761	2002.03.27	18:00:00	Chisinau	Republican-stadion	2000	Moldova	2	0	
762	2002.04.17	17:30:00	Debrecen	Oláh Gábor u.	4880	Belorusszia	2	5	
763	2002.05.08	17:00:00	Pécs	PMFC-stadion	9000	Horvátország	0	2	
764	2002.08.21	20:30:00	Budapest	Puskás Ferenc stadion	20000	Spanyolország	1	1	
765	2002.09.07	18:00:00	Reykjavik	Laugardarsvöllur	3000	Izland	2	0	
766	2002.10.12	16:00:00	Stockholm	Rasunda-stadion	35084	Svédország	1	1	EB-sel-2004
767	2002.10.16	20:30:00	Budapest	Megyeri út	8000	San Marino	3	0	EB-sel-2004
768	2002.11.20	17:30:00	Budapest	Üllői út	6000	Moldova	1	1	
769	2003.02.12	17:30:00	Larnaca	Ammochostos-stadion	200	Bulgária	0	1	
770	2003.03.29	20:00:00	Chorzow	Slaski-stadion	49000	Lengyelország	0	0	EB-sel-2004
771	2003.04.02	20:15:00	Budapest	Puskás Ferenc stadion	27000	Svédország	1	2	EB-sel-2004
772	2003.04.30	20:15:00	Budapest	Megyeri út	1205	Luxemburg	5	1	
773	2003.06.07	20:15:00	Budapest	Puskás Ferenc stadion	3580	Lettország	3	1	EB-sel-2004
774	2003.06.11	20:00:00	Serravalle	Stadio Olimpico	1410	San Marino	5	0	EB-sel-2004
775	2003.08.20	17:00:00	Muraszombat	Mestni-stadion	5000	Szlovénia	1	2	
776	2003.09.10	20:00:00	Riga	Skonto-stadion	5000	Lettország	1	3	EB-sel-2004
777	2003.10.11	17:00:00	Budapest	Puskás Ferenc stadion	15000	Lengyelország	1	2	EB-sel-2004
778	2003.11.19	17:00:00	Budapest	Üllői út	457	Észtország	0	1	
779	2004.02.18	18:00:00	Paphos	Paphiako Kentro	300	Örményország	2	0	
780	2004.02.19	18:00:00	Limasszol	Tsirion Kentro	250	Lettország	2	1	
781	2004.02.21	14:00:00	Nicosia	GSP-stadion	200	Románia	0	3	
782	2004.03.31	20:15:00	Budapest	Puskás Ferenc stadion	7500	Wales	1	2	
783	2004.04.25	13:00:00	Zalaegerszeg	ZTE-Aréna	8000	Japán	3	2	
784	2004.04.28	20:30:00	Budapest	Puskás Ferenc stadion	45000	Brazília	1	4	
785	2004.06.01	13:30:00	Tiencsin	Teda-stadion	20000	Kína	1	2	
786	2004.06.06	19:00:00	Kaiserslautern	Fritz Walter-stadion	36590	Németország	2	0	
787	2004.08.18	21:00:00	Glasgow	Hampden Park	15300	Skócia	3	0	
788	2004.09.04	20:30:00	Zágráb	Maksimir-stadion	28000	Horvátország	0	3	VB-sel-2006
789	2004.09.08	21:15:00	Budapest	Szusza Ferenc stadion	6500	Izland	3	2	VB-sel-2006
790	2004.10.09	17:00:00	Stockholm	Rasunda-stadion	32288	Svédország	0	3	VB-sel-2006
791	2004.11.17	19:30:00	TaQali	Nazzjonali-stadion	2500	Málta	2	0	VB-sel-2006
792	2004.11.30	14:30:00	Bangkok	Nemzeti Stadion	877	Szlovákia	0	1	
793	2004.12.02	11:00:00	Bangkok	Nemzeti Stadion	760	Észtország	5	0	
794	2005.02.02	15:00:00	Isztambul	Olimpiai stadion	100	Szaúd-Arábia	0	0	
795	2005.02.09	21:00:00	Cardiff	Millenium-stadion	16672	Wales	0	2	
796	2005.03.30	20:45:00	Budapest	Szusza Ferenc stadion	12500	Bulgária	1	1	VB-sel-2006
797	2005.05.31	21:00:00	Metz	Stade Saint-Symphorien	26120	Franciaország	1	2	
798	2005.06.04	20:00:00	Reykjavik	Laugardalsvöllur	9000	Izland	3	2	VB-sel-2006
799	2005.08.17	17:30:00	Budapest	Puskás Ferenc stadion	22755	Argentína	1	2	
800	2005.09.03	20:45:00	Budapest	Szusza Ferenc stadion	7000	Málta	4	0	VB-sel-2006
801	2005.09.07	17:00:00	Budapest	Puskás Ferenc stadion	25000	Svédország	0	1	VB-sel-2006
802	2005.10.08	17:00:00	Szófia	Vasil Levski-stadion	4503	Bulgária	0	2	VB-sel-2006
803	2005.10.12	19:30:00	Budapest	Szusza Ferenc stadion	7000	Horvátország	0	0	VB-sel-2006
804	2005.11.16	20:15:00	Athén	Karaiskakis-stadion	13000	Görögország	1	2	
805	2005.12.15	4:00:00	Phoenix	Chase Field	40000	Mexikó	0	2	
806	2005.12.19	21:00:00	Miami	FIU Park	159	Antigua és Barbuda	3	0	
807	2006.05.24	19:00:00	Budapest	Szusza Ferenc stadion	6500	Új-Zéland	2	0	
808	2006.05.30	21:00:00	Manchester	Old Trafford	53000	Anglia	1	3	
809	2006.08.16	20:30:00	Graz	UPC-Arena	12000	Ausztria	2	1	
810	2006.09.02	20:00:00	Budapest	Szusza Ferenc stadion	13500	Norvégia	1	4	EB-sel-2008
811	2006.09.06	20:15:00	Zenica	Bilino Polje-stadion	21000	Bosznia	3	1	EB-sel-2008
812	2006.10.07	19:45:00	Budapest	Puskás Ferenc stadion	7500	Törökország	0	1	EB-sel-2008
813	2006.10.11	19:15:00	TaQali	Nazzjonali-stadion	3710	Málta	1	2	EB-sel-2008
814	2006.11.15	20:00:00	Székesfehérvár	Sóstói-stadion	6500	Kanada	1	0	
815	2007.02.06	18:00:00	Limasszol	Tsirion Kentro	300	Ciprus	1	2	
816	2007.02.07	16:00:00	Limasszol	Tsirion Kentro	112	Lettország	2	0	
817	2007.03.24	18:00:00	Podgorica	Gradski-stadion	11500	Montenegró	1	2	
818	2007.03.28	18:00:00	Budapest	Szusza Ferenc stadion	4500	Moldova	2	0	EB-sel-2008
819	2007.06.02	20:30:00	Heraklion	Pankritio stadion	22000	Görögország	0	2	EB-sel-2008
820	2007.06.06	19:00:00	Oslo	Ullevaal-stadion	21000	Norvégia	0	4	EB-sel-2008
821	2007.08.22	21:00:00	Budapest	Puskás Ferenc stadion	34900	Olaszország	3	1	
822	2007.09.08	16:00:00	Székesfehérvár	Sóstói-stadion	10877	Bosznia	1	0	EB-sel-2008
823	2007.09.12	19:30:00	Isztambul	Besiktas Inönü-stadion	30000	Törökország	0	3	EB-sel-2008
824	2007.10.13	16:30:00	Budapest	Szusza Ferenc stadion	9000	Málta	2	0	EB-sel-2008
825	2007.10.17	18:00:00	Lodz	Widzewa-stadion	7000	Lengyelország	1	0	
826	2007.11.17	18:00:00	Chisinau	Zimbru-stadion	3500	Moldova	0	3	EB-sel-2008
827	2007.11.21	20:15:00	Budapest	Puskás Ferenc stadion	32300	Görögország	1	2	EB-sel-2008
828	2008.02.06	18:00:00	Limasszol	Tsirion Kentro	200	Szlovákia	1	1	
829	2008.03.26	18:00:00	Zalaegerszeg	ZTE-Aréna	7200	Szlovénia	0	1	
830	2008.05.24	19:00:00	Budapest	Puskás Ferenc stadion	6000	Görögország	3	2	
831	2008.05.31	20:30:00	Budapest	Szusza Ferenc stadion	10000	Horvátország	1	1	
832	2008.08.20	18:00:00	Budapest	Puskás Ferenc stadion	3000	Montenegró	3	3	
833	2008.09.06	19:45:00	Budapest	Puskás Ferenc stadion	19000	Dánia	0	0	VB-sel-2010
834	2008.09.10	20:15:00	Stockholm	Rasunda-stadion	30000	Svédország	1	2	VB-sel-2010
835	2008.10.11	19:45:00	Budapest	Puskás Ferenc stadion	25000	Albánia	2	0	VB-sel-2010
836	2008.10.15	19:30:00	TaQali	Nazzjonali-stadion	7000	Málta	1	0	VB-sel-2010
837	2008.11.19	20:45:00	Belfast	Windsor Park	12000	Észak-Írország	2	0	
838	2009.02.11	18:00:00	Tel-Aviv	Ramat Gan Stadion	9211	Izrael	0	1	
839	2009.03.28	20:30:00	Tirana	Stadiumi Kombetar	19000	Albánia	1	0	VB-sel-2010
840	2009.04.01	19:00:00	Budapest	Puskás Ferenc stadion	35800	Málta	3	0	VB-sel-2010
841	2009.08.12	20:00:00	Budapest	Puskás Ferenc stadion	17800	Románia	0	1	
842	2009.09.05	20:00:00	Budapest	Puskás Ferenc stadion	42000	Svédország	1	2	VB-sel-2010
843	2009.09.09	20:45:00	Budapest	Puskás Ferenc stadion	42000	Portugália	0	1	VB-sel-2010
844	2009.10.10	21:45:00	Lisszabon	Estádio de Luz	50115	Portugália	0	3	VB-sel-2010
845	2009.10.14	20:45:00	Koppenhága	Parken stadion	39000	Dánia	1	0	VB-sel-2010
846	2009.11.14	20:45:00	Gent	Jules Otten-stadion	12000	Belgium	0	3	
847	2010.03.03	19:30:00	Győr	ETO Park	10423	Oroszország	1	1	
848	2010.05.29	20:00:00	Budapest	Puskás Ferenc stadion	12000	Németország	0	3	
849	2010.06.05	14:00:00	Amsterdam	ArenA	51000	Hollandia	1	6	
850	2010.08.11	21:00:00	London	Wembley-stadion	72024	Anglia	1	2	
851	2010.09.03	20:00:00	Stockholm	Rasunda-stadion	32034	Svédország	0	2	EB-sel-2012
852	2010.09.07	20:30:00	Budapest	Szusza Ferenc stadion	9902	Moldova	2	1	EB-sel-2012
853	2010.10.08	19:00:00	Budapest	Puskás Ferenc stadion	10596	San Marino	8	0	EB-sel-2012
854	2010.10.12	17:30:00	Helsinki	Olimpiai stadion	17000	Finnország	2	1	EB-sel-2012
855	2010.11.17	18:00:00	Székesfehérvár	Sóstói-stadion	4146	Litvánia	2	0	
856	2011.02.09	18:00:00	Dubaj	Al-Shabab-stadion	800	Azerbajdzsán	2	0	
857	2011.03.25	20:30:00	Budapest	Puskás Ferenc stadion	23817	Hollandia	0	4	EB-sel-2012
858	2011.03.29	20:30:00	Amsterdam	ArenA	51000	Hollandia	3	5	EB-sel-2012
859	2011.06.03	20:15:00	Luxembourg	Josy Barthel-stadion	1213	Luxemburg	1	0	
860	2011.06.07	20:30:00	Serravalle	Stadio Olimpico	2000	San Marino	3	0	EB-sel-2012
861	2011.08.10	19:45:00	Budapest	Puskás Ferenc stadion	11000	Izland	4	0	
862	2011.09.02	19:45:00	Budapest	Puskás Ferenc stadion	24000	Svédország	2	1	EB-sel-2012
863	2011.09.06	19:45:00	Chisinau	Zimbru-stadion	11000	Moldova	2	0	EB-sel-2012
864	2011.10.11	20:00:00	Budapest	Puskás Ferenc stadion	27000	Finnország	0	0	EB-sel-2012
865	2011.11.11	18:00:00	Budapest	Puskás Ferenc stadion	29000	Liechtenstein	5	0	
866	2011.11.15	20:30:00	Poznan	Miejski-stadion	8500	Lengyelország	1	2	
867	2012.02.29	18:00:00	Győr	ETO Park	10000	Bulgária	1	1	
868	2012.06.01	19:00:00	Prága	Generali Arena	17102	Csehország	2	1	
869	2012.06.04	20:30:00	Budapest	Puskás Ferenc stadion	17000	Írország	0	0	
870	2012.08.15	20:30:00	Budapest	Puskás Ferenc stadion	8000	Izrael	1	1	
871	2012.09.07	20:30:00	Andorra la Vella		1100	Andorra	5	0	VB-sel-2014
872	2012.09.11	20:30:00	Budapest	Puskás Ferenc stadion	22000	Hollandia	1	4	VB-sel-2014
873	2012.10.12	20:30:00	Tallin	A. Le Coq Arena	3500	Észtország	1	0	VB-sel-2014
874	2012.10.16	20:30:00	Budapest	Puskás Ferenc stadion	26000	Törökország	3	1	VB-sel-2014
875	2012.11.14	20:30:00	Budapest	Puskás Ferenc stadion	15654	Norvégia	0	2	
876	2013.02.06	17:00:00	Belek	Bellis Center	180	Belorusszia	1	1	
877	2013.03.22	20:30:00	Budapest	Puskás Ferenc stadion	0	Románia	2	2	VB-sel-2014
878	2013.03.26	19:30:00	Isztambul	Saracoglu-stadion	43000	Törökország	1	1	VB-sel-2014
879	2013.06.06	20:30:00	Győr	ETO Park	10000	Kuvait	1	0	
880	2013.08.14	20:30:00	Budapest	Puskás Ferenc stadion	18000	Csehország	1	1	
881	2013.09.06	20:00:00	Bukarest	Nemzeti Aréna	41405	Románia	0	3	VB-sel-2014
882	2013.09.10	20:30:00	Budapest	Puskás Ferenc stadion	7300	Észtország	5	1	VB-sel-2014
883	2013.10.11	20:30:00	Amszterdam	ArenA	48000	Hollandia	1	8	VB-sel-2014
884	2013.10.15	20:00:00	Budapest	Puskás Ferenc stadion	1800	Andorra	2	0	VB-sel-2014
885	2014.03.05	18:00:00	Győr	ETO-Park	13240	Finnország	1	2	
886	2014.05.22	20:15:00	Debrecen	Új Nagyerdei-stadion	19668	Dánia	2	2	
887	2014.06.04	20:30:00	Budapest	Puskás Ferenc stadion	4492	Albánia	1	0	
888	2014.06.07	20:45:00	Budapest	Puskás Ferenc stadion	10413	Kazahsztán	3	0	
889	2014.09.07	18:00:00	Budapest	Groupama Aréna	20672	Észak-Írország	1	2	EB-sel-2016
890	2014.10.11	18:00:00	Bukarest	Nemzeti Aréna	45000	Románia	1	1	EB-sel-2016
891	2014.10.14	20:45:00	Torshavn	Torsvollur	3121	Feröer-szigetek	1	0	EB-sel-2016
892	2014.11.14	20:45:00	Budapest	Groupama Aréna	19500	Finnország	1	0	EB-sel-2016
893	2014.11.18	20:30:00	Budapest	Groupama Aréna	5340	Oroszország	1	2	
894	2015.03.29	20:45:00	Budapest	Groupama Aréna	22700	Görögország	0	0	EB-sel-2016
895	2015.06.05	18:30:00	Debrecen	Új Nagyerdei-stadion	5218	Litvánia	4	0	
896	2015.06.13	18:00:00	Helsinki	Olimpiai stadion	20434	Finnország	1	0	EB-sel-2016
897	2015.09.04	20:45:00	Budapest	Groupama Aréna	22060	Románia	0	0	EB-sel-2016
898	2015.09.07	20:45:00	Belfast	Windsor park	10774	Észak-Írország	1	1	EB-sel-2016
899	2015.10.08	18:00:00	Budapest	Groupama Aréna	16165	Feröer-szigetek	2	1	EB-sel-2016
900	2015.10.11	18:00:00	Pireusz	Karaiskakis-stadion	9000	Görögország	3	4	EB-sel-2016
901	2015.11.12	20:45:00	Oslo	Ullevaal-stadion	27182	Norvégia	1	0	EB-sel-2016
902	2015.11.15	20:45:00	Budapest	Groupama Aréna	22186	Norvégia	2	1	EB-sel-2016
903	2016.03.26	18:00:00	Budapest	Groupama Aréna	20211	Horvátország	1	1	
904	2016.05.20	18:00:00	Budapest	Groupama Aréna	19886	Elefántcsontpart	0	0	
905	2016.06.04	18:00:00	Gelsenkirchen	Veltins Aréna	52104	Németország	0	2	
906	2016.06.14	18:00:00	Bordeaux	Stade Atlantique	34424	Ausztria	2	0	EB-2016
907	2016.06.18	18:00:00	Marseille	Stade Vélodrome	60842	Izland	1	1	EB-2016
908	2016.06.22	18:00:00	Lyon	Stade des Lumiéres	55514	Portugália	3	3	EB-2016
909	2016.06.26	21:00:00	Toulouse	Stadium Municipal	38921	Belgium	0	4	EB-2016
